"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","89517498268","Lozano Torres, Sergio","17/10/1999","Ventura Roca, Alejandro","+34 XXXXXXX","+34 XXXXXXX","sergio@mailintaor.com","Planas Salas, Alba","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Alba Planas Salas","L'Armentera","Albanyà","sergio@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","97570028891","Pujol Gomez, Iris","25/05/1990","Estrada Quintana, Adam","+34 XXXXXXX","+34 XXXXXXX","iris@mailintaor.com","Linares Oliver, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Daniela Linares Oliver","L'Armentera","Albanyà","iris@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","70656049795","Estrada Grau, Paula","14/12/1993","Marin Gallardo, Víctor","+34 XXXXXXX","+34 XXXXXXX","paula@mailintaor.com","Sierra Roig, Joan","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Joan Sierra Roig","L'Armentera","Albanyà","paula@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","30490789066","Paredes Codina, Mar","07/08/1993","Lazaro Roldan, Laura","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Acosta Cano, Aleix","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Aleix Acosta Cano","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","64408846285","Aparicio Vicente, Nerea","09/06/1998","Soto Carrillo, Valentina","+34 XXXXXXX","+34 XXXXXXX","nerea@mailintaor.com","Mendoza Costa, Marc","+34 XXXXZZZZ","+34 XXXXLLL","valentina@mailintaor.com","c/ de l'aviador Marc Mendoza Costa","L'Armentera","Albanyà","nerea@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","60088809200","Casanovas Carmona, Aina","25/09/1991","Marco Martinez, Marina","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Cuenca Requena, Laura","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Laura Cuenca Requena","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","83335894341","Rosell Cortes, Aitor","07/08/1995","Zamora Martos, Mario","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Domenech Marquez, Roger","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Roger Domenech Marquez","L'Armentera","Albanyà","aitor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","92948826302","Manzano Mir, Joan","19/05/1996","Prat Serrano, Antonio","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Jurado Calvo, Martina","+34 XXXXZZZZ","+34 XXXXLLL","antonio@mailintaor.com","c/ de l'aviador Martina Jurado Calvo","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","26746526428","Peña Martinez, Judit","25/03/1993","Sans Escobar, Ayman","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Prieto Prats, Sara","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Sara Prieto Prats","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2A"
"1","45547677935","Cuenca Royo, Joel","01/06/1990","Prieto Sanz, Iker","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Mendoza Garcia, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Bernat Mendoza Garcia","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","86556235420","Pozo Ribera, Alejandro","15/04/1990","Nieto Cuevas, Jan","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Pujol Lorente, Mar","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Mar Pujol Lorente","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","81048847434","Prat Hernandez, Berta","24/04/1998","Villar Rubio, Rayan","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Galan Cabello, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Adriana Galan Cabello","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","91191371359","Gil Herrera, Miguel","15/01/1992","Lara Viñas, Gisela","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Dalmau Leon, Aleix","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Aleix Dalmau Leon","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","42566063019","Gil Cabrera, Mohamed","14/01/1997","Moreno Bueno, Nil","+34 XXXXXXX","+34 XXXXXXX","mohamed@mailintaor.com","Pons Cuenca, Roc","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Roc Pons Cuenca","L'Armentera","Albanyà","mohamed@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","62879129993","Oliva Arias, Marcos","20/08/1991","Nieto Valverde, Helena","+34 XXXXXXX","+34 XXXXXXX","marcos@mailintaor.com","Bernal Aguilera, Marina","+34 XXXXZZZZ","+34 XXXXLLL","helena@mailintaor.com","c/ de l'aviador Marina Bernal Aguilera","L'Armentera","Albanyà","marcos@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","21253643363","Estrada Velasco, Adriana","01/12/1999","Miralles Nieto, Bernat","+34 XXXXXXX","+34 XXXXXXX","adriana@mailintaor.com","Ibañez Coll, Anna","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Anna Ibañez Coll","L'Armentera","Albanyà","adriana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","71847473703","Cuenca Avila, Aleix","03/01/1997","Sole Luna, Eva","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Pacheco Caballero, Clara","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Clara Pacheco Caballero","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","52873642730","Mata Pardo, Aina","04/01/1995","Navas Grau, Sergio","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Espinosa Ortiz, Ariadna","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Ariadna Espinosa Ortiz","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","80833228620","Torrent Bosch, Ferran","23/06/1993","Viñas Paredes, Alejandro","+34 XXXXXXX","+34 XXXXXXX","ferran@mailintaor.com","Linares Villanueva, Alba","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Alba Linares Villanueva","L'Armentera","Albanyà","ferran@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","96643651412","Segura Cabrera, Izan","14/12/1998","Morales Gimenez, Xavi","+34 XXXXXXX","+34 XXXXXXX","izan@mailintaor.com","Reyes Asensio, Martí","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Martí Reyes Asensio","L'Armentera","Albanyà","izan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","49118409683","Murillo Dalmau, Miquel","10/12/1997","Ordoñez Merino, Sergio","+34 XXXXXXX","+34 XXXXXXX","miquel@mailintaor.com","Nieto Garriga, Salma","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Salma Nieto Garriga","L'Armentera","Albanyà","miquel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","66805832200","Rivas Dalmau, Eloi","21/02/1994","Hidalgo Izquierdo, Elsa","+34 XXXXXXX","+34 XXXXXXX","eloi@mailintaor.com","Oliver Navarro, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Isaac Oliver Navarro","L'Armentera","Albanyà","eloi@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","92343941632","Llorens Cano, Malak","06/05/1998","Vila Mas, Lola","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Gimenez Rueda, Leo","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Leo Gimenez Rueda","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","66276129362","Luque Bravo, Aleix","22/04/1999","Ruiz Serra, Daniela","+34 XXXXXXX","+34 XXXXXXX","aleix@mailintaor.com","Ros Bueno, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Marcos Ros Bueno","L'Armentera","Albanyà","aleix@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","44941099558","Rueda Mir, Ayman","22/05/1999","Farre Pallares, Adriana","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Torrent Oliver, Naiara","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Naiara Torrent Oliver","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","84258881052","Parra Valle, Ainara","12/10/1998","Pla Gallardo, Gabriel","+34 XXXXXXX","+34 XXXXXXX","ainara@mailintaor.com","Blanco Merino, Adriana","+34 XXXXZZZZ","+34 XXXXLLL","gabriel@mailintaor.com","c/ de l'aviador Adriana Blanco Merino","L'Armentera","Albanyà","ainara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","94983852550","Ros Blanch, Pablo","19/08/1998","Rubio Cardenas, Alan","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Diaz Molina, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","alan@mailintaor.com","c/ de l'aviador Daniel Diaz Molina","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","60095621115","Mendoza Espinosa, Joan","09/03/1997","Ruiz Duran, Lluc","+34 XXXXXXX","+34 XXXXXXX","joan@mailintaor.com","Fuentes Pacheco, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Sergi Fuentes Pacheco","L'Armentera","Albanyà","joan@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","90737395610","Cabrera Busquets, Álvaro","23/08/1993","Reyes Gutierrez, Jan","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Acosta Paredes, Jana","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Jana Acosta Paredes","L'Armentera","Albanyà","alvaro@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","33265824790","Valls Quesada, Ivet","10/04/1998","Contreras Garriga, Mohamed","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Oliva Santiago, Aya","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador Aya Oliva Santiago","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","68246371967","Marin Asensio, David","25/10/1991","Benito Grau, Joan","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Rivera Ortiz, Samuel","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Samuel Rivera Ortiz","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","80696461727","Domingo Calvo, Lucía","01/10/1990","Ventura Diez, Mario","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Iglesias Perez, Clara","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Clara Iglesias Perez","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO2B"
"1","52724871746","Santiago Herrero, Leyre","24/12/1992","Segura Bueno, Queralt","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Marco Camacho, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Carlota Marco Camacho","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","71026131404","Blasco Pacheco, Gisela","12/04/1990","Serra Reyes, Martina","+34 XXXXXXX","+34 XXXXXXX","gisela@mailintaor.com","Flores Cruz, Albert","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Albert Flores Cruz","L'Armentera","Albanyà","gisela@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","57968710623","Soler Ribera, Bernat","30/04/1994","Colomer Gutierrez, Sergio","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Camps Espinosa, Max","+34 XXXXZZZZ","+34 XXXXLLL","sergio@mailintaor.com","c/ de l'aviador Max Camps Espinosa","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","56012106159","Muñoz Montoya, Ivet","14/10/1997","Soler Cuenca, Ian","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Contreras Bueno, Elena","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Elena Contreras Bueno","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","74545227123","Quintana Ibañez, Mireia","03/06/1994","Parra Castillo, Álvaro","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Gracia Galvez, Elsa","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Elsa Gracia Galvez","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","29736130051","Herrero Asensio, José","23/12/1990","Villanueva Espinosa, Mario","+34 XXXXXXX","+34 XXXXXXX","jose@mailintaor.com","Blanco Hernandez, Mariona","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Mariona Blanco Hernandez","L'Armentera","Albanyà","jose@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","35380368665","Sala Aguilar, Miguel","09/01/1995","Ordoñez Escobar, Marina","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Millan Salas, Biel","+34 XXXXZZZZ","+34 XXXXLLL","marina@mailintaor.com","c/ de l'aviador Biel Millan Salas","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","67639187841","Pascual Rey, Adrià","31/10/1995","Alba Pages, Mario","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Camps Miro, Hugo","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Hugo Camps Miro","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","23233511939","Prat Dominguez, Daniel","10/01/1993","Pastor Medina, Naia","+34 XXXXXXX","+34 XXXXXXX","daniel@mailintaor.com","Bonet Quesada, Diego","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Diego Bonet Quesada","L'Armentera","Albanyà","daniel@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","41980733065","Alsina Diez, Hugo","26/12/1996","Valero Borras, Marta","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Casanova Bautista, Marina","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Marina Casanova Bautista","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","37186083146","Soto Rivera, Lucía","28/04/1997","Alonso Pages, Isaac","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Rubio Piñol, Jan","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Jan Rubio Piñol","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","14426529533","Lozano Valles, Leyre","19/02/1993","Costa Gallego, Pablo","+34 XXXXXXX","+34 XXXXXXX","leyre@mailintaor.com","Casas Ponce, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Adrián Casas Ponce","L'Armentera","Albanyà","leyre@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3A"
"1","64453507372","Rosell Esteve, Bernat","18/03/1993","Dalmau Mesa, Jaume","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Nuñez Crespo, Blanca","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Blanca Nuñez Crespo","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","88772340921","Palacios Carrera, Oriol","11/02/1998","Heredia Montes, Pau","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Heredia Vives, Max","+34 XXXXZZZZ","+34 XXXXLLL","pau@mailintaor.com","c/ de l'aviador Max Heredia Vives","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","57157887467","Nadal Riera, Lucía","04/06/1997","Calvo Sola, Albert","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Gimenez Maldonado, Carla","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Carla Gimenez Maldonado","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","75694549973","Sala Abad, Salma","26/05/1995","Saez Bermudez, José","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Castro Macias, Eloi","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Eloi Castro Macias","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","14045364672","Arias Redondo, Adrià","31/10/1994","Heredia Santiago, Ferran","+34 XXXXXXX","+34 XXXXXXX","adria@mailintaor.com","Carbonell Carrasco, Mireia","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Mireia Carbonell Carrasco","L'Armentera","Albanyà","adria@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","37243135744","Ribera Benito, Cristina","23/11/1993","Bertran Rivera, Erik","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Gutierrez Colomer, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Bernat Gutierrez Colomer","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","53793481063","Royo Vega, Joana","28/05/1999","Mora Collado, Jan","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Benito Reyes, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Bruna Benito Reyes","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","48999216917","Arias Arias, Lucas","14/07/1992","Benitez Barrera, Albert","+34 XXXXXXX","+34 XXXXXXX","lucas@mailintaor.com","Rey Farre, Martina","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Martina Rey Farre","L'Armentera","Albanyà","lucas@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","31503004485","Royo Carmona, Helena","21/10/1990","Sancho Peña, Emma","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Peña Bertran, Aina","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador Aina Peña Bertran","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","45716431549","Carbonell Mateo, Aitor","28/08/1996","Sole Soto, Irene","+34 XXXXXXX","+34 XXXXXXX","aitor@mailintaor.com","Blanch Maldonado, Joel","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Joel Blanch Maldonado","L'Armentera","Albanyà","aitor@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","45793138225","Puig Molina, Queralt","23/01/1998","Prat Delgado, Bernat","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Valle Mateu, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Miquel Valle Mateu","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","93913133256","Castillo Quintana, Pablo","20/07/1997","Silva Alba, Jan","+34 XXXXXXX","+34 XXXXXXX","pablo@mailintaor.com","Planas Vila, Inés","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Inés Planas Vila","L'Armentera","Albanyà","pablo@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","32268737982","Perez Sole, Ian","14/03/1994","Carmona Maldonado, Lola","+34 XXXXXXX","+34 XXXXXXX","ian@mailintaor.com","Vicente Roig, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Leyre Vicente Roig","L'Armentera","Albanyà","ian@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","33979514290","Iglesias Soria, Ariadna","23/03/1999","Carmona Roca, Lucas","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Soriano Farre, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Daniel Soriano Farre","L'Armentera","Albanyà","ariadna@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","71977142205","Capdevila Moya, Queralt","27/03/1999","Pozo Contreras, Paula","+34 XXXXXXX","+34 XXXXXXX","queralt@mailintaor.com","Sole Ordoñez, Berta","+34 XXXXZZZZ","+34 XXXXLLL","paula@mailintaor.com","c/ de l'aviador Berta Sole Ordoñez","L'Armentera","Albanyà","queralt@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","34639391955","Vidal Vicente, Aina","26/02/1991","Puig Bertran, Isaac","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Mir Quintana, Daniela","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Daniela Mir Quintana","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","15219463427","Badia Planas, Sara","14/09/1991","Nadal Collado, Víctor","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Andreu Padilla, Leire","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Leire Andreu Padilla","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","25155546928","Cano Cardona, Sara","30/01/1992","Lorenzo Silva, Adriana","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Hurtado Roldan, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Nerea Hurtado Roldan","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","26472360862","Valls Zamora, Ivet","07/07/1999","Vargas Sabate, Malak","+34 XXXXXXX","+34 XXXXXXX","ivet@mailintaor.com","Andres Sierra, Bruno","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Bruno Andres Sierra","L'Armentera","Albanyà","ivet@mailintaor.com","+34 XXXXYZZY","La Salle","ESO3B"
"1","18956145187","Figueras Mateu, Rayan","08/02/1993","Sancho Bernal, Nora","+34 XXXXXXX","+34 XXXXXXX","rayan@mailintaor.com","Quintana Mateu, Gisela","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Gisela Quintana Mateu","L'Armentera","Albanyà","rayan@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","78417661571","Moya Aranda, Aitana","19/12/1994","Castro Andres, Malak","+34 XXXXXXX","+34 XXXXXXX","aitana@mailintaor.com","Esteve Coll, Biel","+34 XXXXZZZZ","+34 XXXXLLL","malak@mailintaor.com","c/ de l'aviador Biel Esteve Coll","L'Armentera","Albanyà","aitana@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","31436052803","Parra Martos, Leo","09/11/1991","Navarro Montero, Martina","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Esteve Soriano, Roger","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Roger Esteve Soriano","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","86850490285","Capdevila Mateo, Martina","25/11/1999","Gimenez Luque, Mariona","+34 XXXXXXX","+34 XXXXXXX","martina@mailintaor.com","Acosta Rueda, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","mariona@mailintaor.com","c/ de l'aviador Ferran Acosta Rueda","L'Armentera","Albanyà","martina@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","47234704253","Perez Lazaro, Joel","04/06/1990","Benitez Carrillo, Unai","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Domenech Juan, Biel","+34 XXXXZZZZ","+34 XXXXLLL","unai@mailintaor.com","c/ de l'aviador Biel Domenech Juan","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","21363982113","Marti Rivera, Arlet","04/10/1993","Pastor Miguel, Pablo","+34 XXXXXXX","+34 XXXXXXX","arlet@mailintaor.com","Galindo Pereira, Quim","+34 XXXXZZZZ","+34 XXXXLLL","pablo@mailintaor.com","c/ de l'aviador Quim Galindo Pereira","L'Armentera","Albanyà","arlet@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
"1","62807087537","Carrillo Padilla, Ariadna","23/06/1994","Segura Lozano, Carla","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Gimeno Hernandez, Adrián","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Adrián Gimeno Hernandez","L'Armentera","Albanyà","ariadna@mailintaor.com","+34 XXXXYZZY","La Salle","CFI1A"
